Rank,Link,Title,Score,Description,Year Premiered,Episodes,Popularity,Genre,Status,Source,Rating,Aired,neg,neu,pos,compound
676.0,https://myanimelist.net/anime/23199/Durararax2_Shou,Durarara!!x2 Shou,7.97,"Although peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police's constant pursuit of Celty Sturluson, the Headless Rider. Moreover, someone has placed a large bounty on her, igniting the motivation of gang members all over to begin searching for the supernatural creature as well. Meanwhile, Mikado Ryuugamine is approached by Aoba Kuronuma, a mysterious underclassman with unknown intentions, who reveals that he knows Mikado's true identity.But Ikebukuro's state of tranquility is short-lived, as a new threat appears in the form of a murderer who goes by the pseudonym ""Hollywood,"" known for wearing a different mask each time they commit a crime. As the various events taking place prove to be connected yet again, Ikebukuro is thrown into another conflict that threatens to engulf the entire city in chaos.[Written by MAL Rewrite]",2015.0,12,468,"Action, Mystery, Supernatural",Finished Airing,Light novel,R - 17+ (violence & profanity),"Jan 10, 2015 to Mar 28, 2015",0.115,0.788,0.097,-0.5994
677.0,https://myanimelist.net/anime/387/Haibane_Renmei,Haibane Renmei,7.97,"Born from a cocoon in the village of Old Home, a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon, she soon becomes accustomed to life in the strange town. However, there are strict rules for the Haibane, such as being forbidden to leave the village or go near the walls surrounding it. These, along with mysterious disappearances of their kind on their ""Day of Flight,"" begin to unsettle Rakka and the others since they know almost nothing about their own kind.As Rakka and the other Haibane live their lives with no memories of the past, they try to break free from their former pain and ultimately find salvation.[Written by MAL Rewrite]",2002.0,13,849,"Drama, Fantasy, Mystery, Suspense",Finished Airing,Other,PG-13 - Teens 13 or older,"Oct 10, 2002 to Dec 19, 2002",0.088,0.853,0.059,-0.296
678.0,https://myanimelist.net/anime/36963/IDOLiSH7_Vibrato,IDOLiSH7 Vibrato,7.97,"On a cold night, idol group TRIGGER reunite at a bar to celebrate the anniversary of the day they started working together. Two years prior, Ryuunosuke Tsunashi leaves his Okinawan home and heads to Tokyo, hoping to become an idol and pay off his father's debt. While waiting for the manager, he is instead picked up by Gaku Yaotome—son of Yaotome Productions' CEO and Ryuunosuke's future co-worker—and they go to meet the mysterious Ten Kujou, the last member of the group.Gaku wants to confront Ten, as he is dubious of Ten's position as the center of the group. Fortunately, with Ryuunosuke's help, the three of them are able to hit it off, and thus TRIGGER is born. However, there still remain obstacles they have to overcome before their rise to fame.In the present day, their rivals IDOLiSH7 also have their own set of problems. From planning what to do on their free days to resolving a long-lasting dispute, they are ready to work together and face these problems head-on.[Written by MAL Rewrite]",,8,5388,,Finished Airing,Game,PG-13 - Teens 13 or older,"Feb 17, 2018 to Mar 7, 2019",0.098,0.81,0.092,0.2023
679.0,https://myanimelist.net/anime/40716/Kakushigoto,Kakushigoto,7.97,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out.This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.Kakushigototells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.[Written by MAL Rewrite]",2020.0,12,732,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 2, 2020 to Jun 18, 2020",0.048,0.861,0.091,0.7787
680.0,https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20,Koukaku Kidoutai 2.0,7.97,"Set in the year 2029 and following World Wars III and IV, a Japanese-led Asian block dominates world affairs. The alliance maintains its international supremacy through its elite security force whose cybernetically enhanced operatives tackle an array of hi-tech terrorists and other threats to international security. These augmented agents can ""ghost hack"" (i.e., download their consciousness) via the now omnipresent internet into other machines and human/machine cross breeds.Major Motoko Kusanagi, a cybernetically augmented female agent, has been tracking a virtual entity known as the Puppet Master with her crack squad of security agents. The shape-shifting Puppet Master, a rogue creation of a rival agency of the security apparatus, has concluded that it is a life form in its own right, ""born in sea of information,"" and requested political asylum and true physical existence in defiance of its creators.(Source: Manga Entertainment, edited)",,1,2287,"Action, Mystery, Sci-Fi, Suspense",Finished Airing,Manga,R+ - Mild Nudity,"Jul 12, 2008",0.1,0.774,0.126,-0.0
681.0,https://myanimelist.net/anime/40397/Maoujou_de_Oyasumi,Maoujou de Oyasumi,7.97,"The Demon Lord Tasogare's castle is a dark and frightening place, filled to the brim with various monsters. Any soul unfortunate enough to be imprisoned here is sure to be terrified by the horrors within. However, the human princess Aurora Suya Rhys ""Syalis"" Kaymin is a different case. Rather indifferent to her situation, Syalis worries about one thing and one thing only—sleep. Ever since the demon lord kidnapped her from her kingdom, she has not had a single good night's rest.To alleviate her dozen dozing issues, the princess makes do with what she can find in the castle. Whether it be the fur of fluffy demonic teddy bears or the silky, blanket-like bodies of ghost shrouds, everything is but a means to ensure a peaceful slumber. With so many potential materials to craft items that can help her sleep at her disposal, nothing will stop the sleepy princess—not even death.[Written by MAL Rewrite]",2020.0,12,1133,"Comedy, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 6, 2020 to Dec 22, 2020",0.106,0.803,0.091,0.3877
682.0,https://myanimelist.net/anime/41611/Wan_Sheng_Jie,Wan Sheng Jie,7.97,"In this world, angels, demons, and other supernatural beings peacefully coexist with humans. Neil Bowman is a demon who is unlike most; he is mesmerized with human culture, and no matter how hard he tries, he can't do anything evil. Thus, he runs away from Hell and up to Earth.Neil moves in with his online friend and vampire, Ira Blood, along with Ira's many roommates. Despite coming to Earth to meet humans, Neil discovers that not a single one of his new roommates is actually human. Along with Ira, there's Lynn Angel, the stern angel landlord; Lynn's little sister, Lily, who falls from Heaven; Abu, a mummy who never speaks; and Vladimir Eliot Kirilenko, a werewolf tasked with monitoring Neil.What most of them don't realize—not even Neil himself—is that Neil possesses the powers of the Demon King. What effect will this have on the residents of Apartment 1031 on All Saints Street?[Written by MAL Rewrite]",,12,4279,"Comedy, Fantasy",Finished Airing,Web manga,PG-13 - Teens 13 or older,"Apr 1, 2020 to May 27, 2020",0.049,0.863,0.088,0.7443
683.0,https://myanimelist.net/anime/51180/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_3rd_Season,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.97,Third season ofYoukoso Jitsuryoku Shijou Shugi no Kyoushitsu e.,2024.0,13,611,"Drama, Suspense",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Jan 3, 2024 to Mar 27, 2024",0.216,0.784,0.0,-0.296
684.0,https://myanimelist.net/anime/42916/Sword_Art_Online__Progressive_Movie_-_Hoshi_Naki_Yoru_no_Aria,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.96,"Excelling socially and academically, Asuna Yuuki is on track to ace her high school entrance exams. Her friend and classmate, Misumi ""Mito"" Tozawa, advises her to take a short break from studying and join her on the launch day of Sword Art Online (SAO)—the highly anticipated online virtual reality multiplayer game. Asuna accepts her offer and soon meets her in the game.In a cruel twist of fate, Asuna, Mito, and every other player logged into SAO find themselves trapped in the game permanently. The only way out is to clear all one hundred floors of the game, and to make matters worse, dying inside the game will kill the player in real life. With SAO now turned into a nightmare death trap, Asuna and other gamers—such as the lone swordsman Kazuto ""Kirito"" Kirigaya—must adapt and survive, all whilst attempting to beat the unforgiving competition to the top.[Written by MAL Rewrite]",,1,959,"Action, Adventure, Fantasy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Oct 30, 2021",0.135,0.778,0.087,-0.886
685.0,https://myanimelist.net/anime/50346/Yofukashi_no_Uta,Yofukashi no Uta,7.96,"Kou Yamori is an average middle school student who struggles with grasping the complex concept of love. Because he sees little sense in surrendering to the norm, he soon stops going to school. Plagued with insomnia due to his idleness, Kou begins roaming the lonesome streets at night.One night, Kou encounters a bizarre girl named Nazuna Nanakusa who believes that people stay awake during the night because they are dissatisfied with how they spent their day and cannot rest until they release their inhibitions. Nazuna offers to help Kou with his sleep issues and invites him over to her place, where she convinces him to share a futon with her. Feeling uncomfortable, Kou only pretends to doze off—which is when Nazuna suddenly bites his neck, revealing herself to be a vampire!While Kou thinks the bite will turn him into a vampire, the specifics of transforming are not that simple. In order to change, he must be bitten by someone he truly loves. Ready to let go of his dreary mortal life, Kou decides on a new goal: he will fall in love with Nazuna and become a vampire himself.[Written by MAL Rewrite]",2022.0,13,363,"Romance, Supernatural",Finished Airing,Manga,PG-13 - Teens 13 or older,"Jul 8, 2022 to Sep 30, 2022",0.092,0.787,0.121,0.8478
686.0,https://myanimelist.net/anime/32615/Youjo_Senki,Youjo Senki,7.96,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.[Written by MAL Rewrite]",2017.0,12,183,"Action, Fantasy",Finished Airing,Light novel,R - 17+ (violence & profanity),"Jan 6, 2017 to Mar 31, 2017",0.118,0.802,0.079,-0.5284
687.0,https://myanimelist.net/anime/27831/Durararax2_Ten,Durarara!!x2 Ten,7.96,"In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone's favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.[Written by MAL Rewrite]",2015.0,12,590,"Action, Mystery, Supernatural",Finished Airing,Light novel,R - 17+ (violence & profanity),"Jul 4, 2015 to Sep 26, 2015",0.088,0.769,0.143,0.8644
688.0,https://myanimelist.net/anime/7465/Eve_no_Jikan_Movie,Eve no Jikan (Movie),7.96,"In the Japan of the future, employing androids for various purposes is nothing out of the ordinary. However, treating androids on the same level as humans is frowned upon, and there is constant paranoia surrounding the possibility of robots defying humans, their masters. Those who appear too trustworthy of their androids are chided and labeled ""dori-kei,"" or ""android-holics.""High school student Rikuo Sakisaka notices when his house droid, Sammy, starts behaving curiously—she has been leaving the house without his instruction. When he inspects the movement logs in her database, a cryptic line grabs his attention: ""Are you enjoying the time of EVE?"" Accompanied by his friend Masakazu Masaki, Rikuo tracks the whereabouts of his houseroid to a cafe called Time of Eve, where it is forbidden for customers to display prejudice against one another. The cafe, Rikuo realizes, is frequented by both man and machine, with no evidence to tell either apart.Each customer—from the cheerful Akiko, to a robot dangerously close to breaking down—has their own story and challenges to overcome. While Rikuo tries to reveal Sammy's intentions, he begins to question the legitimacy of the fear that drives humans to regard androids as nothing more than mere tools.[Written by MAL Rewrite]",,1,1793,"Sci-Fi, Slice of Life",Finished Airing,Original,PG-13 - Teens 13 or older,"Mar 6, 2010",0.076,0.856,0.069,-0.128
689.0,https://myanimelist.net/anime/38422/High_Score_Girl__Extra_Stage,High Score Girl: Extra Stage,7.96,"Four years after they first met, Haruo Yaguchi , Akira Oono, and Koharu Hidaka remain the best of friends. Tensions start to build up as Akira's teacher, Gouda Moemi, becomes stricter than ever before, and Hidaka develops feelings for Haruo. Though he may not be the most composed and thoughtful person around, he has within him the one thing that started it all: his unconditional love for video games.[Written by MAL Rewrite]",,3,2524,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Mar 20, 2019",0.033,0.795,0.173,0.9129
690.0,https://myanimelist.net/anime/967/Hokuto_no_Ken,Hokuto no Ken,7.96,"In the year 19XX, after being betrayed and left for dead, bravehearted warrior Kenshirou wanders a post-apocalyptic wasteland on a quest to track down his rival, Shin, who has kidnapped his beloved fiancée Yuria. During his journey, Kenshirou makes use of his deadly fighting form, Hokuto Shinken, to defend the helpless from bloodthirsty ravagers. It isn't long before his exploits begin to attract the attention of greater enemies, like warlords and rival martial artists, and Kenshirou finds himself involved with more than he originally bargained for.Faced with ever-increasing odds, the successor of Hokuto Shinken is forced to put his skills to the test in an effort to take back what he cares for most. And as these new challenges present themselves and the battle against injustice intensifies, namely his conflict with Shin and the rest of the Nanto Seiken school of martial arts, Kenshirou is gradually transformed into the savior of an irradiated and violent world.[Written by MAL Rewrite]",1984.0,109,1725,"Action, Drama, Sci-Fi",Finished Airing,Manga,R+ - Mild Nudity,"Oct 11, 1984 to Mar 5, 1987",0.183,0.728,0.089,-0.9633
691.0,https://myanimelist.net/anime/9996/Hyouge_Mono,Hyouge Mono,7.96,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono.(Source: ANN)",2011.0,39,4189,,Finished Airing,Manga,R - 17+ (violence & profanity),"Apr 7, 2011 to Jan 26, 2012",0.1,0.839,0.06,-0.1779
692.0,https://myanimelist.net/anime/46422/Niehime_to_Kemono_no_Ou,Niehime to Kemono no Ou,7.96,"Located at the end of the world, the Kingdom of Ozmargo is inhabited by beasts of all shapes and forms, ruled by a fearsome nameless king. After a hundred-year war between Ozmargo and the neighboring human kingdom ended, a peace treaty was signed: every year, a sacrifice must be sent to be devoured by the king on the night of revelation.Sariphi is the 99th and latest human sacrifice. Although frail-looking, she neither fears the king nor has a family or home to return to should she manage to escape from her impending demise. Intrigued by the audacious girl, the king lets Sariphi roam around the palace despite the disapproval of his advisor, Anubis.Little by little, the king and Sariphi begin to warm up to each other, but the night of revelation is fast approaching. Unbeknownst to them, the fateful day unleashes a series of events that will change the course of destiny of not only Sariphi and the king but also of their respective worlds.[Written by MAL Rewrite]",2023.0,24,2497,"Fantasy, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 20, 2023 to Sep 28, 2023",0.025,0.905,0.07,0.6774
693.0,https://myanimelist.net/anime/7720/Ookiku_Furikabutte__Natsu_no_Taikai-hen,Ookiku Furikabutte: Natsu no Taikai-hen,7.96,"Picking up where the original series left off, Ren Mihashi, the ace pitcher of the newly-formed Nishiura High School baseball team, and his teammates face the Sakitama High School team in the next round of the High School Baseball Invitational Tournament as they aim to play in the finals at legendary Hanshin Koushien Stadium.(Source: ANN)",2010.0,13,3359,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 2, 2010 to Jun 25, 2010",0.0,0.919,0.081,0.5719
694.0,https://myanimelist.net/anime/30015/ReLIFE,ReLIFE,7.96,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance.ReLIFEfollows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.[Written by MAL Rewrite]",2016.0,13,150,"Drama, Romance",Finished Airing,Web manga,PG-13 - Teens 13 or older,"Jul 2, 2016 to Sep 24, 2016",0.106,0.838,0.056,-0.8689
695.0,https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.96,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened.(Source: ANN)",,2,2339,"Drama, Romance",Finished Airing,Manga,R - 17+ (violence & profanity),"Dec 19, 2001 to Mar 20, 2002",0.0,1.0,0.0,0.0
696.0,https://myanimelist.net/anime/416/Kurenai_no_Buta,Kurenai no Buta,7.95,"After a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano.One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.[Written by MAL Rewrite]",,1,970,"Action, Adventure, Award Winning, Comedy, Drama, Romance",Finished Airing,Manga,G - All Ages,"Jul 18, 1992",0.084,0.774,0.142,0.7755
697.0,https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As,Mahou Shoujo Lyrical Nanoha A's,7.95,"After solving the incident of the scattered Jewel Seeds, Nanoha Takamachi happily returns to her everyday life, though now with added magic practice in the morning. Exchanging video messages with Fate Testarossa and the crew of the Arthra, Nanoha eagerly awaits the chance to speak with them in person again. But while studying in her room one day, Raising Heart suddenly calls out to Nanoha and warns her of an incoming attack!The attacker is a young girl named Vita, who calls herself a Belka Knight. She proves her strength by using an intelligent device with a mysterious cartridge system to quickly overwhelm Nanoha. Luckily, the Space-Time Administration Bureau is able to step in before she is completely crushed. Vita and her fellow knights Shamal, Signum, and Zafila are on a mission to steal magical power from mages in order to complete the Book of Darkness, one of the Lost Logia. For what sinister purpose are the knights after this Book of Darkness?[Written by MAL Rewrite]",2005.0,13,2745,"Action, Comedy, Drama, Fantasy",Finished Airing,Original,PG-13 - Teens 13 or older,"Oct 2, 2005 to Dec 25, 2005",0.145,0.738,0.118,-0.8512
698.0,https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot,Major Movie: Yuujou no Winning Shot,7.95,"Goro briefly returns to Japan after a triumphant campaign in the US. He is heading towards Fukuoka where he played baseball when he was a fifth grader. Having just moved into a new town, this is where Goro faced a critical point in his life.(Source: ANN)",,1,4860,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Dec 13, 2008",0.049,0.828,0.123,0.5423
699.0,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara,Nagi no Asu kara,7.95,"Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed.Nagi no Asu karafollows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea.Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface.[Written by MAL Rewrite]",2013.0,26,364,"Drama, Fantasy, Romance",Finished Airing,Original,PG-13 - Teens 13 or older,"Oct 3, 2013 to Apr 3, 2014",0.09,0.835,0.075,-0.4215
700.0,https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari,Tate no Yuusha no Nariagari,7.95,"The Four Cardinal Heroes are a group of ordinary men from modern-day Japan summoned to the kingdom of Melromarc to become its saviors. Melromarc is a country plagued by the Waves of Catastrophe that have repeatedly ravaged the land and brought disaster to its citizens for centuries. The four heroes are respectively bestowed a sword, spear, bow, and shield to vanquish these Waves. Naofumi Iwatani, an otaku, becomes cursed with the fate of being the ""Shield Hero."" Armed with only a measly shield, Naofumi is belittled and ridiculed by his fellow heroes and the kingdom's people due to his weak offensive capabilities and lackluster personality.When the heroes are provided with resources and comrades to train with, Naofumi sets out with the only person willing to train alongside him, Malty Melromarc. He is soon betrayed by her, however, and becomes falsely accused of taking advantage of her. Naofumi then becomes heavily discriminated against and hated by the people of Melromarc for something he didn't do. With a raging storm of hurt and mistrust in his heart, Naofumi begins his journey of strengthening himself and his reputation. Further along however, the difficulty of being on his own sets in, so Naofumi buys a demi-human slave on the verge of death named Raphtalia to accompany him on his travels.As the Waves approach the kingdom, Naofumi and Raphtalia must fight for the survival of the kingdom and protect the people of Melromarc from their ill-fated future.[Written by MAL Rewrite]",2019.0,25,68,"Action, Adventure, Drama, Fantasy",Finished Airing,Light novel,PG-13 - Teens 13 or older,"Jan 9, 2019 to Jun 26, 2019",0.149,0.759,0.092,-0.9547
701.0,https://myanimelist.net/anime/4053/Tennis_no_Oujisama__Zenkoku_Taikai-hen_-_Final,Tennis no Oujisama: Zenkoku Taikai-hen - Final,7.95,"After their victory over Shitenhouji Middle School in the semifinals, Ryouma Echizen and the Seishun Academy Boys Tennis Team must now face off against the two-time defending champions of Rikkai University-Affiliated Middle School in order to claim the national title. Rikkai is not only seeking revenge for its team's previous loss to Seishun at the Kanto Regional Tournament, but they also are aiming to win the national title for a third consecutive year.In the conclusion ofTennis no Oujisama, the titular ""Prince of Tennis"" is pitted against the ""Child of God"" in a head-to-head battle for the national championship title. Along the way, Ryouma must teach his opponents and teammates that there is more to tennis than winning.[Written by MAL Rewrite]",,7,3759,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 25, 2008 to Jan 23, 2009",0.059,0.823,0.118,0.8376
702.0,https://myanimelist.net/anime/25879/Working,Working!!!,7.95,"As the stories of those connected to Wagnaria come to a close, only one thing is certain: the workplace is about to get crazier than ever before! Whether it be incredibly awkward romances, relentless searches for lost relatives, or even uncomfortable family reunions, lover of all things cute and tiny Souta Takanashi and his motley crew have plenty on their plates. With more Napoleon complexes, androphobia, and katana-wielding than you can shake a frying pan at,Working!!!delivers a final serving of the staff's hilarious misadventures working at everybody's favorite family restaurant.[Written by MAL Rewrite]",2015.0,13,992,"Comedy, Romance",Finished Airing,4-koma manga,PG-13 - Teens 13 or older,"Jul 5, 2015 to Sep 27, 2015",0.089,0.726,0.184,0.9046
703.0,https://myanimelist.net/anime/4772/Aria_the_Origination__Sono_Choppiri_Himitsu_no_Basho_ni,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.95,"With Aria Company closed for the day and her friends attending to other matters, Akari Mizunashi seizes this rare opportunity to go on a casual outing around Neo-Venezia with President Aria Pokoteng. Although her Prima Undine gondola training has taken her to many remarkable tourist spots, Akari finds greater exhilaration reveling in the ordinary sights and sounds of the town. As Akari and President Aria stroll through Neo-Venezia on their own exciting itinerary, some familiar faces are not far behind. Drawn into their private tour, they too may discover a new perspective of the city.[Written by MAL Rewrite]",,1,4766,,Finished Airing,Manga,G - All Ages,"Jun 25, 2008",0.0,0.831,0.169,0.9442
704.0,https://myanimelist.net/anime/55310/Atarashii_Joushi_wa_Do_Tennen,Atarashii Joushi wa Do Tennen,7.95,"After 26-year-old Kentarou Momose develops health problems due to his boss' abuse, he quits his job and joins a different company. Now, he hopes to start anew under the care of his mentor and direct supervisor, 34-year-old Yuusei Shirosaki.Shirosaki is a capable boss admired by his coworkers, which makes Momose fear letting him down and reliving the past traumas. However, Momose can rest easy, as Shirosaki is always delighted to help—even if he looks absolutely ridiculous doing it. Although it may take some adjusting, Momose realizes that there is no need for caution around his new, endearingly eccentric boss after all.[Written by MAL Rewrite]",2023.0,12,3005,,Finished Airing,Web manga,PG-13 - Teens 13 or older,"Oct 7, 2023 to Dec 23, 2023",0.145,0.712,0.143,-0.0498
705.0,https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars,Bishoujo Senshi Sailor Moon: Sailor Stars,7.95,"Like the R Season, Sailor Stars is divided into two parts:The first part resolves some conflicts from the SuperS season, and sees the return of the Outer Senshi, Haruka, Michiru, Setsuna, and Hotaru (now reborn as a child).In the second part Usagi bids farewell to Mamoru, who is going to America to study. At the same time, the Three Lights apper, an idol trio consisting of three boys, Seiya, Taiki, and Yaten. The new enemy is Galaxia, a woman who desires to rule the entire galaxy by collecting the Star Seeds of humans. Three new Senshi appear, the Sailor Starlights, who have their own reasons to stop Galaxia, but without Sailor Moon's help.",1996.0,34,1930,"Adventure, Comedy, Drama, Fantasy, Romance",Finished Airing,Manga,PG-13 - Teens 13 or older,"Mar 9, 1996 to Feb 8, 1997",0.074,0.899,0.027,-0.6638
706.0,https://myanimelist.net/anime/269/Bleach,Bleach,7.95,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.[Written by MAL Rewrite]",2004.0,366,37,"Action, Adventure, Fantasy",Finished Airing,Manga,PG-13 - Teens 13 or older,"Oct 5, 2004 to Mar 27, 2012",0.084,0.837,0.08,-0.3939
707.0,https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising,Boku no Hero Academia the Movie 2: Heroes:Rising,7.95,"Izuku ""Deku'' Midoriya and his fellow students in Class 1-A of UA High's hero course have been chosen to participate in a safety program on Nabu Island. To further improve their skills and gain experience in more ordinary heroics, the students aid the kind citizens with small services and everyday chores. With the low crime rate in the quiet community, all seems well and good, but the rise of a new villain threatens to put the students' courage to the test and challenge their capabilities as heroes.A merciless villain by the name of Nine is in search of a certain ""quirk"" needed to fulfill his diabolical plan—creating a society where only those with the strongest quirks reign supreme. As his attack on Nabu Island endangers the lives of the residents, securing the citizens becomes the first priority for Class 1-A; defeating Nine along with his wicked accomplices is also imperative. A straightforward strategy is formulated until a young boy named Katsuma Shimano, whom Deku had befriended, suddenly requires particular protection. Concerned for the boy's wellbeing, Deku and his classmates must now devise a plan to ensure Katsuma's safety at all costs.With Nine wreaking havoc to find the catalyst for his ill-intended schemes and the heroes desperate to defend Katsuma from harm, will Deku and his friends be able to come out victorious, or will they find themselves unable to escape a hopeless situation?[Written by MAL Rewrite]",,1,384,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Dec 20, 2019",0.154,0.653,0.193,0.7086
